year,population,region,deathCause,deaths
2000,3229139,OPOLSKIE,choroby układu krążenia - choroby naczyń mózgowych,1119
2001,3236268,OPOLSKIE,choroby układu krążenia - choroby naczyń mózgowych,1141
2002,3237217,OPOLSKIE,choroby układu krążenia - choroby naczyń mózgowych,1261
2003,3252949,OPOLSKIE,choroby układu krążenia - choroby naczyń mózgowych,1146
2004,3260201,OPOLSKIE,choroby układu krążenia - choroby naczyń mózgowych,899
2005,3266187,OPOLSKIE,choroby układu krążenia - choroby naczyń mózgowych,696
2006,3271206,OPOLSKIE,choroby układu krążenia - choroby naczyń mózgowych,798
2007,3279036,OPOLSKIE,choroby układu krążenia - choroby naczyń mózgowych,780
2008,3287136,OPOLSKIE,choroby układu krążenia - choroby naczyń mózgowych,724
2009,3298270,OPOLSKIE,choroby układu krążenia - choroby naczyń mózgowych,722
2010,3336699,OPOLSKIE,choroby układu krążenia - choroby naczyń mózgowych,647
2011,3346796,OPOLSKIE,choroby układu krążenia - choroby naczyń mózgowych,689
2012,3354077,OPOLSKIE,choroby układu krążenia - choroby naczyń mózgowych,804
2013,3360581,OPOLSKIE,choroby układu krążenia - choroby naczyń mózgowych,776
2014,3368336,OPOLSKIE,choroby układu krążenia - choroby naczyń mózgowych,736
2015,3372618,OPOLSKIE,choroby układu krążenia - choroby naczyń mózgowych,581
2016,3382260,OPOLSKIE,choroby układu krążenia - choroby naczyń mózgowych,439
2017,3391380,OPOLSKIE,choroby układu krążenia - choroby naczyń mózgowych,723
2018,3400577,OPOLSKIE,choroby układu krążenia - choroby naczyń mózgowych,799
2019,3410901,OPOLSKIE,choroby układu krążenia - choroby naczyń mózgowych,935
2020,3410441,OPOLSKIE,choroby układu krążenia - choroby naczyń mózgowych,1107
1999,3217865,OPOLSKIE,choroby układu krążenia - miażdżyca,862
2000,3229139,OPOLSKIE,choroby układu krążenia - miażdżyca,1172
2001,3236268,OPOLSKIE,choroby układu krążenia - miażdżyca,1054
2002,3237217,OPOLSKIE,choroby układu krążenia - miażdżyca,1203
2003,3252949,OPOLSKIE,choroby układu krążenia - miażdżyca,1262
2004,3260201,OPOLSKIE,choroby układu krążenia - miażdżyca,1402
2005,3266187,OPOLSKIE,choroby układu krążenia - miażdżyca,1794
2006,3271206,OPOLSKIE,choroby układu krążenia - miażdżyca,1646
2007,3279036,OPOLSKIE,choroby układu krążenia - miażdżyca,1648
2008,3287136,OPOLSKIE,choroby układu krążenia - miażdżyca,1644
2009,3298270,OPOLSKIE,choroby układu krążenia - miażdżyca,1724
2010,3336699,OPOLSKIE,choroby układu krążenia - miażdżyca,1652
2011,3346796,OPOLSKIE,choroby układu krążenia - miażdżyca,1409
2012,3354077,OPOLSKIE,choroby układu krążenia - miażdżyca,1393
2013,3360581,OPOLSKIE,choroby układu krążenia - miażdżyca,1333
2014,3368336,OPOLSKIE,choroby układu krążenia - miażdżyca,1212
2015,3372618,OPOLSKIE,choroby układu krążenia - miażdżyca,1212
2016,3382260,OPOLSKIE,choroby układu krążenia - miażdżyca,861
2017,3391380,OPOLSKIE,choroby układu krążenia - miażdżyca,1282
2018,3400577,OPOLSKIE,choroby układu krążenia - miażdżyca,898
2019,3410901,OPOLSKIE,choroby układu krążenia - miażdżyca,215
2020,3410441,OPOLSKIE,choroby układu krążenia - miażdżyca,50
1999,3217865,OPOLSKIE,choroby układu oddechowego ogółem,290
2000,3229139,OPOLSKIE,choroby układu oddechowego ogółem,319
2001,3236268,OPOLSKIE,choroby układu oddechowego ogółem,274
2002,3237217,OPOLSKIE,choroby układu oddechowego ogółem,291
2003,3252949,OPOLSKIE,choroby układu oddechowego ogółem,303
2004,3260201,OPOLSKIE,choroby układu oddechowego ogółem,334
2005,3266187,OPOLSKIE,choroby układu oddechowego ogółem,401
2006,3271206,OPOLSKIE,choroby układu oddechowego ogółem,407
2007,3279036,OPOLSKIE,choroby układu oddechowego ogółem,445
2008,3287136,OPOLSKIE,choroby układu oddechowego ogółem,435
2009,3298270,OPOLSKIE,choroby układu oddechowego ogółem,404
2010,3336699,OPOLSKIE,choroby układu oddechowego ogółem,350
2011,3346796,OPOLSKIE,choroby układu oddechowego ogółem,402
2012,3354077,OPOLSKIE,choroby układu oddechowego ogółem,397
2013,3360581,OPOLSKIE,choroby układu oddechowego ogółem,494
2014,3368336,OPOLSKIE,choroby układu oddechowego ogółem,420
2015,3372618,OPOLSKIE,choroby układu oddechowego ogółem,782
2016,3382260,OPOLSKIE,choroby układu oddechowego ogółem,929
2017,3391380,OPOLSKIE,choroby układu oddechowego ogółem,683
2018,3400577,OPOLSKIE,choroby układu oddechowego ogółem,536
2019,3410901,OPOLSKIE,choroby układu oddechowego ogółem,636
2020,3410441,OPOLSKIE,choroby układu oddechowego ogółem,669
1999,3217865,OPOLSKIE,choroby układu oddechowego - zapalenia płuc, zapalenia oskrzeli, rozedma i astma,123
2000,3229139,OPOLSKIE,choroby układu oddechowego - zapalenia płuc, zapalenia oskrzeli, rozedma i astma,140
2001,3236268,OPOLSKIE,choroby układu oddechowego - zapalenia płuc, zapalenia oskrzeli, rozedma i astma,115
2002,3237217,OPOLSKIE,choroby układu oddechowego - zapalenia płuc, zapalenia oskrzeli, rozedma i astma,145
2003,3252949,OPOLSKIE,choroby układu oddechowego - zapalenia płuc, zapalenia oskrzeli, rozedma i astma,128
2004,3260201,OPOLSKIE,choroby układu oddechowego - zapalenia płuc, zapalenia oskrzeli, rozedma i astma,143
2005,3266187,OPOLSKIE,choroby układu oddechowego - zapalenia płuc, zapalenia oskrzeli, rozedma i astma,170
2006,3271206,OPOLSKIE,choroby układu oddechowego - zapalenia płuc, zapalenia oskrzeli, rozedma i astma,146
2007,3279036,OPOLSKIE,choroby układu oddechowego - zapalenia płuc, zapalenia oskrzeli, rozedma i astma,166
2008,3287136,OPOLSKIE,choroby układu oddechowego - zapalenia płuc, zapalenia oskrzeli, rozedma i astma,172
2009,3298270,OPOLSKIE,choroby układu oddechowego - zapalenia płuc, zapalenia oskrzeli, rozedma i astma,142
2010,3336699,OPOLSKIE,choroby układu oddechowego - zapalenia płuc, zapalenia oskrzeli, rozedma i astma,153
2011,3346796,OPOLSKIE,choroby układu oddechowego - zapalenia płuc, zapalenia oskrzeli, rozedma i astma,188
2012,3354077,OPOLSKIE,choroby układu oddechowego - zapalenia płuc, zapalenia oskrzeli, rozedma i astma,190
2013,3360581,OPOLSKIE,choroby układu oddechowego - zapalenia płuc, zapalenia oskrzeli, rozedma i astma,227
2014,3368336,OPOLSKIE,choroby układu oddechowego - zapalenia płuc, zapalenia oskrzeli, rozedma i astma,178
2015,3372618,OPOLSKIE,choroby układu oddechowego - zapalenia płuc, zapalenia oskrzeli, rozedma i astma,257
2016,3382260,OPOLSKIE,choroby układu oddechowego - zapalenia płuc, zapalenia oskrzeli, rozedma i astma,232
2017,3391380,OPOLSKIE,choroby układu oddechowego - zapalenia płuc, zapalenia oskrzeli, rozedma i astma,263
2018,3400577,OPOLSKIE,choroby układu oddechowego - zapalenia płuc, zapalenia oskrzeli, rozedma i astma,389
2019,3410901,OPOLSKIE,choroby układu oddechowego - zapalenia płuc, zapalenia oskrzeli, rozedma i astma,599
2020,3410441,OPOLSKIE,choroby układu oddechowego - zapalenia płuc, zapalenia oskrzeli, rozedma i astma,618
1999,3217865,OPOLSKIE,choroby układu trawiennego ogółem,388
2000,3229139,OPOLSKIE,choroby układu trawiennego ogółem,344
2001,3236268,OPOLSKIE,choroby układu trawiennego ogółem,346
2002,3237217,OPOLSKIE,choroby układu trawiennego ogółem,343
2003,3252949,OPOLSKIE,choroby układu trawiennego ogółem,367
2004,3260201,OPOLSKIE,choroby układu trawiennego ogółem,439
2005,3266187,OPOLSKIE,choroby układu trawiennego ogółem,403
2006,3271206,OPOLSKIE,choroby układu trawiennego ogółem,355
2007,3279036,OPOLSKIE,choroby układu trawiennego ogółem,298
2008,3287136,OPOLSKIE,choroby układu trawiennego ogółem,376
2009,3298270,OPOLSKIE,choroby układu trawiennego ogółem,347
2010,3336699,OPOLSKIE,choroby układu trawiennego ogółem,383
2011,3346796,OPOLSKIE,choroby układu trawiennego ogółem,377
2012,3354077,OPOLSKIE,choroby układu trawiennego ogółem,408
2013,3360581,OPOLSKIE,choroby układu trawiennego ogółem,409
2014,3368336,OPOLSKIE,choroby układu trawiennego ogółem,410
2015,3372618,OPOLSKIE,choroby układu trawiennego ogółem,339
2016,3382260,OPOLSKIE,choroby układu trawiennego ogółem,279
2017,3391380,OPOLSKIE,choroby układu trawiennego ogółem,396
2018,3400577,OPOLSKIE,choroby układu trawiennego ogółem,492
2019,3410901,OPOLSKIE,choroby układu trawiennego ogółem,570
2020,3410441,OPOLSKIE,choroby układu trawiennego ogółem,652
1999,3217865,OPOLSKIE,choroby układu trawiennego - choroba przewlekła wątroby i marskość wątroby,148
2000,3229139,OPOLSKIE,choroby układu trawiennego - choroba przewlekła wątroby i marskość wątroby,128
2001,3236268,OPOLSKIE,choroby układu trawiennego - choroba przewlekła wątroby i marskość wątroby,117
2002,3237217,OPOLSKIE,choroby układu trawiennego - choroba przewlekła wątroby i marskość wątroby,138
2003,3252949,OPOLSKIE,choroby układu trawiennego - choroba przewlekła wątroby i marskość wątroby,134
2004,3260201,OPOLSKIE,choroby układu trawiennego - choroba przewlekła wątroby i marskość wątroby,177
2005,3266187,OPOLSKIE,choroby układu trawiennego - choroba przewlekła wątroby i marskość wątroby,166
2006,3271206,OPOLSKIE,choroby układu trawiennego - choroba przewlekła wątroby i marskość wątroby,150
2007,3279036,OPOLSKIE,choroby układu trawiennego - choroba przewlekła wątroby i marskość wątroby,133
2008,3287136,OPOLSKIE,choroby układu trawiennego - choroba przewlekła wątroby i marskość wątroby,178
2009,3298270,OPOLSKIE,choroby układu trawiennego - choroba przewlekła wątroby i marskość wątroby,160
2010,3336699,OPOLSKIE,choroby układu trawiennego - choroba przewlekła wątroby i marskość wątroby,193
2011,3346796,OPOLSKIE,choroby układu trawiennego - choroba przewlekła wątroby i marskość wątroby,183
2012,3354077,OPOLSKIE,choroby układu trawiennego - choroba przewlekła wątroby i marskość wątroby,221
2013,3360581,OPOLSKIE,choroby układu trawiennego - choroba przewlekła wątroby i marskość wątroby,178
2014,3368336,OPOLSKIE,choroby układu trawiennego - choroba przewlekła wątroby i marskość wątroby,184
2015,3372618,OPOLSKIE,choroby układu trawiennego - choroba przewlekła wątroby i marskość wątroby,178
2016,3382260,OPOLSKIE,choroby układu trawiennego - choroba przewlekła wątroby i marskość wątroby,130
2017,3391380,OPOLSKIE,choroby układu trawiennego - choroba przewlekła wątroby i marskość wątroby,155
2018,3400577,OPOLSKIE,choroby układu trawiennego - choroba przewlekła wątroby i marskość wątroby,199
2019,3410901,OPOLSKIE,choroby układu trawiennego - choroba przewlekła wątroby i marskość wątroby,234
2020,3410441,OPOLSKIE,choroby układu trawiennego - choroba przewlekła wątroby i marskość wątroby,287
1999,3217865,OPOLSKIE,choroby skóry i tkanki podskórnej,2
2000,3229139,OPOLSKIE,choroby skóry i tkanki podskórnej,0
2001,3236268,OPOLSKIE,choroby skóry i tkanki podskórnej,1
2002,3237217,OPOLSKIE,choroby skóry i tkanki podskórnej,3
2003,3252949,OPOLSKIE,choroby skóry i tkanki podskórnej,0
2004,3260201,OPOLSKIE,choroby skóry i tkanki podskórnej,2
2005,3266187,OPOLSKIE,choroby skóry i tkanki podskórnej,1
2006,3271206,OPOLSKIE,choroby skóry i tkanki podskórnej,0
2007,3279036,OPOLSKIE,choroby skóry i tkanki podskórnej,0
2008,3287136,OPOLSKIE,choroby skóry i tkanki podskórnej,0
2009,3298270,OPOLSKIE,choroby skóry i tkanki podskórnej,0
2010,3336699,OPOLSKIE,choroby skóry i tkanki podskórnej,0
2011,3346796,OPOLSKIE,choroby skóry i tkanki podskórnej,3
2012,3354077,OPOLSKIE,choroby skóry i tkanki podskórnej,0
2013,3360581,OPOLSKIE,choroby skóry i tkanki podskórnej,0
2014,3368336,OPOLSKIE,choroby skóry i tkanki podskórnej,1
2015,3372618,OPOLSKIE,choroby skóry i tkanki podskórnej,2
2016,3382260,OPOLSKIE,choroby skóry i tkanki podskórnej,1
2017,3391380,OPOLSKIE,choroby skóry i tkanki podskórnej,5
2018,3400577,OPOLSKIE,choroby skóry i tkanki podskórnej,8
2019,3410901,OPOLSKIE,choroby skóry i tkanki podskórnej,22
2020,3410441,OPOLSKIE,choroby skóry i tkanki podskórnej,68
1999,3217865,OPOLSKIE,choroby układu kostnostawowego, mięśniowego i tkanki łącznej,24
2000,3229139,OPOLSKIE,choroby układu kostnostawowego, mięśniowego i tkanki łącznej,21
2001,3236268,OPOLSKIE,choroby układu kostnostawowego, mięśniowego i tkanki łącznej,22
2002,3237217,OPOLSKIE,choroby układu kostnostawowego, mięśniowego i tkanki łącznej,14
2003,3252949,OPOLSKIE,choroby układu kostnostawowego, mięśniowego i tkanki łącznej,20
2004,3260201,OPOLSKIE,choroby układu kostnostawowego, mięśniowego i tkanki łącznej,15
2005,3266187,OPOLSKIE,choroby układu kostnostawowego, mięśniowego i tkanki łącznej,3
2006,3271206,OPOLSKIE,choroby układu kostnostawowego, mięśniowego i tkanki łącznej,1
2007,3279036,OPOLSKIE,choroby układu kostnostawowego, mięśniowego i tkanki łącznej,3
2008,3287136,OPOLSKIE,choroby układu kostnostawowego, mięśniowego i tkanki łącznej,5
2009,3298270,OPOLSKIE,choroby układu kostnostawowego, mięśniowego i tkanki łącznej,3
2010,3336699,OPOLSKIE,choroby układu kostnostawowego, mięśniowego i tkanki łącznej,3
2011,3346796,OPOLSKIE,choroby układu kostnostawowego, mięśniowego i tkanki łącznej,1
2012,3354077,OPOLSKIE,choroby układu kostnostawowego, mięśniowego i tkanki łącznej,13
2013,3360581,OPOLSKIE,choroby układu kostnostawowego, mięśniowego i tkanki łącznej,12
2014,3368336,OPOLSKIE,choroby układu kostnostawowego, mięśniowego i tkanki łącznej,14
2015,3372618,OPOLSKIE,choroby układu kostnostawowego, mięśniowego i tkanki łącznej,3
2016,3382260,OPOLSKIE,choroby układu kostnostawowego, mięśniowego i tkanki łącznej,2
2017,3391380,OPOLSKIE,choroby układu kostnostawowego, mięśniowego i tkanki łącznej,10
2018,3400577,OPOLSKIE,choroby układu kostnostawowego, mięśniowego i tkanki łącznej,8
2019,3410901,OPOLSKIE,choroby układu kostnostawowego, mięśniowego i tkanki łącznej,7
2020,3410441,OPOLSKIE,choroby układu kostnostawowego, mięśniowego i tkanki łącznej,10
1999,3217865,OPOLSKIE,choroby układu moczowo-płciowego,106
2000,3229139,OPOLSKIE,choroby układu moczowo-płciowego,109
2001,3236268,OPOLSKIE,choroby układu moczowo-płciowego,95
2002,3237217,OPOLSKIE,choroby układu moczowo-płciowego,106
2003,3252949,OPOLSKIE,choroby układu moczowo-płciowego,109
2004,3260201,OPOLSKIE,choroby układu moczowo-płciowego,106
2005,3266187,OPOLSKIE,choroby układu moczowo-płciowego,129
2006,3271206,OPOLSKIE,choroby układu moczowo-płciowego,130
2007,3279036,OPOLSKIE,choroby układu moczowo-płciowego,146
2008,3287136,OPOLSKIE,choroby układu moczowo-płciowego,131
2009,3298270,OPOLSKIE,choroby układu moczowo-płciowego,130
2010,3336699,OPOLSKIE,choroby układu moczowo-płciowego,157
2011,3346796,OPOLSKIE,choroby układu moczowo-płciowego,136
2012,3354077,OPOLSKIE,choroby układu moczowo-płciowego,158
2013,3360581,OPOLSKIE,choroby układu moczowo-płciowego,124
2014,3368336,OPOLSKIE,choroby układu moczowo-płciowego,28
2015,3372618,OPOLSKIE,choroby układu moczowo-płciowego,11
2016,3382260,OPOLSKIE,choroby układu moczowo-płciowego,22
2017,3391380,OPOLSKIE,choroby układu moczowo-płciowego,69
2018,3400577,OPOLSKIE,choroby układu moczowo-płciowego,134
2019,3410901,OPOLSKIE,choroby układu moczowo-płciowego,116
2020,3410441,OPOLSKIE,choroby układu moczowo-płciowego,91
1999,3217865,OPOLSKIE,ciąża, poród i połóg,0
2000,3229139,OPOLSKIE,ciąża, poród i połóg,0
2001,3236268,OPOLSKIE,ciąża, poród i połóg,0
2002,3237217,OPOLSKIE,ciąża, poród i połóg,0
2003,3252949,OPOLSKIE,ciąża, poród i połóg,0
2004,3260201,OPOLSKIE,ciąża, poród i połóg,1
2005,3266187,OPOLSKIE,ciąża, poród i połóg,0
2006,3271206,OPOLSKIE,ciąża, poród i połóg,1
2007,3279036,OPOLSKIE,ciąża, poród i połóg,0
2008,3287136,OPOLSKIE,ciąża, poród i połóg,0
2009,3298270,OPOLSKIE,ciąża, poród i połóg,1
2010,3336699,OPOLSKIE,ciąża, poród i połóg,0
2011,3346796,OPOLSKIE,ciąża, poród i połóg,1
2012,3354077,OPOLSKIE,ciąża, poród i połóg,0
2013,3360581,OPOLSKIE,ciąża, poród i połóg,0
2014,3368336,OPOLSKIE,ciąża, poród i połóg,1
2015,3372618,OPOLSKIE,ciąża, poród i połóg,0
2016,3382260,OPOLSKIE,ciąża, poród i połóg,0
2017,3391380,OPOLSKIE,ciąża, poród i połóg,0
2018,3400577,OPOLSKIE,ciąża, poród i połóg,0
2019,3410901,OPOLSKIE,ciąża, poród i połóg,0
2020,3410441,OPOLSKIE,ciąża, poród i połóg,0
1999,3217865,OPOLSKIE,niektóre stany rozpoczynające się w okresie okołoporodowym,33
2000,3229139,OPOLSKIE,niektóre stany rozpoczynające się w okresie okołoporodowym,16
2001,3236268,OPOLSKIE,niektóre stany rozpoczynające się w okresie okołoporodowym,28
2002,3237217,OPOLSKIE,niektóre stany rozpoczynające się w okresie okołoporodowym,20
2003,3252949,OPOLSKIE,niektóre stany rozpoczynające się w okresie okołoporodowym,15
2004,3260201,OPOLSKIE,niektóre stany rozpoczynające się w okresie okołoporodowym,19
2005,3266187,OPOLSKIE,niektóre stany rozpoczynające się w okresie okołoporodowym,18
2006,3271206,OPOLSKIE,niektóre stany rozpoczynające się w okresie okołoporodowym,14
2007,3279036,OPOLSKIE,niektóre stany rozpoczynające się w okresie okołoporodowym,15
2008,3287136,OPOLSKIE,niektóre stany rozpoczynające się w okresie okołoporodowym,27
2009,3298270,OPOLSKIE,niektóre stany rozpoczynające się w okresie okołoporodowym,10
2010,3336699,OPOLSKIE,niektóre stany rozpoczynające się w okresie okołoporodowym,17
2011,3346796,OPOLSKIE,niektóre stany rozpoczynające się w okresie okołoporodowym,16
2012,3354077,OPOLSKIE,niektóre stany rozpoczynające się w okresie okołoporodowym,27
2013,3360581,OPOLSKIE,niektóre stany rozpoczynające się w okresie okołoporodowym,21
2014,3368336,OPOLSKIE,niektóre stany rozpoczynające się w okresie okołoporodowym,20
2015,3372618,OPOLSKIE,niektóre stany rozpoczynające się w okresie okołoporodowym,12
2016,3382260,OPOLSKIE,niektóre stany rozpoczynające się w okresie okołoporodowym,25
2017,3391380,OPOLSKIE,niektóre stany rozpoczynające się w okresie okołoporodowym,22
2018,3400577,OPOLSKIE,niektóre stany rozpoczynające się w okresie okołoporodowym,15
2019,3410901,OPOLSKIE,niektóre stany rozpoczynające się w okresie okołoporodowym,17
2020,3410441,OPOLSKIE,niektóre stany rozpoczynające się w okresie okołoporodowym,16
1999,3217865,OPOLSKIE,wady rozwojowe wrodzone, zniekształcenia i aberracje chromosomowe,42
2000,3229139,OPOLSKIE,wady rozwojowe wrodzone, zniekształcenia i aberracje chromosomowe,30
2001,3236268,OPOLSKIE,wady rozwojowe wrodzone, zniekształcenia i aberracje chromosomowe,34
2002,3237217,OPOLSKIE,wady rozwojowe wrodzone, zniekształcenia i aberracje chromosomowe,23
2003,3252949,OPOLSKIE,wady rozwojowe wrodzone, zniekształcenia i aberracje chromosomowe,29
2004,3260201,OPOLSKIE,wady rozwojowe wrodzone, zniekształcenia i aberracje chromosomowe,15
2005,3266187,OPOLSKIE,wady rozwojowe wrodzone, zniekształcenia i aberracje chromosomowe,27
2006,3271206,OPOLSKIE,wady rozwojowe wrodzone, zniekształcenia i aberracje chromosomowe,30
2007,3279036,OPOLSKIE,wady rozwojowe wrodzone, zniekształcenia i aberracje chromosomowe,21
2008,3287136,OPOLSKIE,wady rozwojowe wrodzone, zniekształcenia i aberracje chromosomowe,19
2009,3298270,OPOLSKIE,wady rozwojowe wrodzone, zniekształcenia i aberracje chromosomowe,32
2010,3336699,OPOLSKIE,wady rozwojowe wrodzone, zniekształcenia i aberracje chromosomowe,27
2011,3346796,OPOLSKIE,wady rozwojowe wrodzone, zniekształcenia i aberracje chromosomowe,19
2012,3354077,OPOLSKIE,wady rozwojowe wrodzone, zniekształcenia i aberracje chromosomowe,22
2013,3360581,OPOLSKIE,wady rozwojowe wrodzone, zniekształcenia i aberracje chromosomowe,12
2014,3368336,OPOLSKIE,wady rozwojowe wrodzone, zniekształcenia i aberracje chromosomowe,31
2015,3372618,OPOLSKIE,wady rozwojowe wrodzone, zniekształcenia i aberracje chromosomowe,22
2016,3382260,OPOLSKIE,wady rozwojowe wrodzone, zniekształcenia i aberracje chromosomowe,13
2017,3391380,OPOLSKIE,wady rozwojowe wrodzone, zniekształcenia i aberracje chromosomowe,6
2018,3400577,OPOLSKIE,wady rozwojowe wrodzone, zniekształcenia i aberracje chromosomowe,23
2019,3410901,OPOLSKIE,wady rozwojowe wrodzone, zniekształcenia i aberracje chromosomowe,19
2020,3410441,OPOLSKIE,wady rozwojowe wrodzone, zniekształcenia i aberracje chromosomowe,15
1999,3217865,OPOLSKIE,objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych, laboratoryjnych gdzie indziej niesklasyfikowane,466
2000,3229139,OPOLSKIE,objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych, laboratoryjnych gdzie indziej niesklasyfikowane,474
2001,3236268,OPOLSKIE,objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych, laboratoryjnych gdzie indziej niesklasyfikowane,467
2002,3237217,OPOLSKIE,objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych, laboratoryjnych gdzie indziej niesklasyfikowane,406
2003,3252949,OPOLSKIE,objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych, laboratoryjnych gdzie indziej niesklasyfikowane,382
2004,3260201,OPOLSKIE,objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych, laboratoryjnych gdzie indziej niesklasyfikowane,385
2005,3266187,OPOLSKIE,objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych, laboratoryjnych gdzie indziej niesklasyfikowane,474
2006,3271206,OPOLSKIE,objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych, laboratoryjnych gdzie indziej niesklasyfikowane,475
2007,3279036,OPOLSKIE,objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych, laboratoryjnych gdzie indziej niesklasyfikowane,535
2008,3287136,OPOLSKIE,objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych, laboratoryjnych gdzie indziej niesklasyfikowane,542
2009,3298270,OPOLSKIE,objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych, laboratoryjnych gdzie indziej niesklasyfikowane,640
2010,3336699,OPOLSKIE,objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych, laboratoryjnych gdzie indziej niesklasyfikowane,742
2011,3346796,OPOLSKIE,objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych, laboratoryjnych gdzie indziej niesklasyfikowane,672
2012,3354077,OPOLSKIE,objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych, laboratoryjnych gdzie indziej niesklasyfikowane,922
2013,3360581,OPOLSKIE,objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych, laboratoryjnych gdzie indziej niesklasyfikowane,960
2014,3368336,OPOLSKIE,objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych, laboratoryjnych gdzie indziej niesklasyfikowane,1006
2015,3372618,OPOLSKIE,objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych, laboratoryjnych gdzie indziej niesklasyfikowane,876
2016,3382260,OPOLSKIE,objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych, laboratoryjnych gdzie indziej niesklasyfikowane,1239
2017,3391380,OPOLSKIE,objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych, laboratoryjnych gdzie indziej niesklasyfikowane,1078
2018,3400577,OPOLSKIE,objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych, laboratoryjnych gdzie indziej niesklasyfikowane,808
2019,3410901,OPOLSKIE,objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych, laboratoryjnych gdzie indziej niesklasyfikowane,600
2020,3410441,OPOLSKIE,objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych, laboratoryjnych gdzie indziej niesklasyfikowane,1260
1999,3217865,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - ogółem,641
2000,3229139,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - ogółem,623
2001,3236268,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - ogółem,636
2002,3237217,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - ogółem,572
2003,3252949,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - ogółem,585
2004,3260201,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - ogółem,588
2005,3266187,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - ogółem,544
2006,3271206,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - ogółem,643
2007,3279036,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - ogółem,585
2008,3287136,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - ogółem,586
2009,3298270,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - ogółem,539
2010,3336699,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - ogółem,499
2011,3346796,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - ogółem,497
2012,3354077,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - ogółem,453
2013,3360581,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - ogółem,482
2014,3368336,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - ogółem,423
2015,3372618,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - ogółem,376
2016,3382260,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - ogółem,324
2017,3391380,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - ogółem,476
2018,3400577,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - ogółem,539
2019,3410901,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - ogółem,545
2020,3410441,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - ogółem,509
1999,3217865,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków ogółem,437
2000,3229139,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków ogółem,393
2001,3236268,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków ogółem,432
2002,3237217,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków ogółem,360
2003,3252949,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków ogółem,366
2004,3260201,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków ogółem,375
2005,3266187,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków ogółem,358
